,Label,  Text,
,ham,What is your record for one night? :),What is your record for one night? :)
,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.","Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
,ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. , gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
,ham,Jokin only lar... :-) depends on which phone my father can get lor...,Jokin only lar... :-) depends on which phone my father can get lor...
,ham,"Aight, lemme know what's up","Aight, lemme know what's up"
,ham,Get ready for  &lt;#&gt;  inches of pleasure...,Get ready for  &lt;#&gt;  inches of pleasure...
,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
,ham,;-) ok. I feel like john lennon.,;-) ok. I feel like john lennon.
,ham,Cos darren say Ì_ considering mah so i ask Ì_...,Cos darren say Ì_ considering mah so i ask Ì_...
,ham,You are not bothering me but you have to trust my answers. Pls.,You are not bothering me but you have to trust my answers. Pls.
,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""","Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
,ham,Aight what time you want me to come up?,Aight what time you want me to come up?
,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
,ham,Your bill at 3 is å£33.65 so thats not bad!,Your bill at 3 is å£33.65 so thats not bad!
,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?","Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
,ham,So how's the weather over there?,So how's the weather over there?
,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
,ham,Die... Now i have e toot fringe again...,Die... Now i have e toot fringe again...
,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,Lol they don't know about my awesome phone. I could click delete right now if I want.
,ham,Ok,Ok
,ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""","Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
,ham,Please leave this topic..sorry for telling that..,Please leave this topic..sorry for telling that..
,ham,Pls send me the correct name da.,Pls send me the correct name da.
,ham,What happened to our yo date?,What happened to our yo date?
,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
,ham,Webpage s not available!,Webpage s not available!
,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
,ham,K..k...from tomorrow onwards started ah?,K..k...from tomorrow onwards started ah?
,ham,What u talking bout early morning? It's almost noon where your at!,What u talking bout early morning? It's almost noon where your at!
,ham,Fine. Do you remember me.,Fine. Do you remember me.
,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603","Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
,ham,Ok. How many should i buy.,Ok. How many should i buy.
,ham,"Sounds good, keep me posted","Sounds good, keep me posted"
,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
,ham,Ok. So april. Cant wait,Ok. So april. Cant wait
,ham,Boy you best get yo ass out here quick,Boy you best get yo ass out here quick
,ham,Ay wana meet on sat?Ì_ wkg on sat?,Ay wana meet on sat?Ì_ wkg on sat?
,ham,I'm now but have to wait till 2 for the bus to pick me.,I'm now but have to wait till 2 for the bus to pick me.
,ham,Apart from the one i told you about yesterday?,Apart from the one i told you about yesterday?
,ham,Ok lor... But buy wat?,Ok lor... But buy wat?
,ham,Somebody should go to andros and steal ice,Somebody should go to andros and steal ice
,ham,Don know. I did't msg him recently.,Don know. I did't msg him recently.
,ham,Take us out shopping and Mark will distract Isaiah.=D,Take us out shopping and Mark will distract Isaiah.=D
,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
,ham,There is no sense in my foot and penis.,There is no sense in my foot and penis.
,ham,Okay but i thought you were the expert,Okay but i thought you were the expert
,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,S.s:)i thinl role is like sachin.just standing. Others have to hit.
,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
,ham,"And very importantly, all we discuss is between u and i only.","And very importantly, all we discuss is between u and i only."
,ham,K..k:)how about your training process?,K..k:)how about your training process?
,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
,ham,In da car park ,In da car park 
,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
,ham,So i asked how's anthony. Dad. And your bf,So i asked how's anthony. Dad. And your bf
,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).","'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
,ham,What Today-sunday..sunday is holiday..so no work..,What Today-sunday..sunday is holiday..so no work..
,ham,Am going to take bath ill place the key in window:-),Am going to take bath ill place the key in window:-)
,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
,ham,"Dear, take care. I am just reaching home.love u a lot.","Dear, take care. I am just reaching home.love u a lot."
,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
,ham,"Yo, you at jp and hungry like a mofo?","Yo, you at jp and hungry like a mofo?"
,ham,This is all just creepy and crazy to me.,This is all just creepy and crazy to me.
,ham,Ok... I din get ur msg...,Ok... I din get ur msg...
,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
,ham,Pathaya enketa maraikara pa',Pathaya enketa maraikara pa'
,ham,Even if he my friend he is a priest call him now,Even if he my friend he is a priest call him now
,ham,"U so lousy, run already come back then half dead... Hee...","U so lousy, run already come back then half dead... Hee..."
,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,That's y i said it's bad dat all e gals know u... Wat u doing now?
,ham,Or remind me in a few hrs.,Or remind me in a few hrs.
,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.","I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
